threshold,tp,tn,fp,fn,tpr,fpr
1.46,296,113,187,4,0.986666666667,0.623333333333
1.47,296,110,190,4,0.986666666667,0.633333333333
1.48,296,109,191,4,0.986666666667,0.636666666667
1.49,296,105,195,4,0.986666666667,0.65
1.5,296,104,196,4,0.986666666667,0.653333333333
1.51,296,102,198,4,0.986666666667,0.66
1.52,296,99,201,4,0.986666666667,0.67
1.53,296,99,201,4,0.986666666667,0.67
1.54,296,98,202,4,0.986666666667,0.673333333333
1.55,296,98,202,4,0.986666666667,0.673333333333
1.56,296,98,202,4,0.986666666667,0.673333333333
1.57,296,96,204,4,0.986666666667,0.68
1.58,296,94,206,4,0.986666666667,0.686666666667
1.59,296,94,206,4,0.986666666667,0.686666666667
1.6,296,92,208,4,0.986666666667,0.693333333333
1.61,296,92,208,4,0.986666666667,0.693333333333
1.62,296,91,209,4,0.986666666667,0.696666666667
1.63,296,90,210,4,0.986666666667,0.7
1.64,296,87,213,4,0.986666666667,0.71
1.65,296,86,214,4,0.986666666667,0.713333333333
1.66,296,85,215,4,0.986666666667,0.716666666667
1.67,296,83,217,4,0.986666666667,0.723333333333
1.68,296,82,218,4,0.986666666667,0.726666666667
1.69,296,82,218,4,0.986666666667,0.726666666667
1.7,296,81,219,4,0.986666666667,0.73
1.71,296,80,220,4,0.986666666667,0.733333333333
1.72,296,78,222,4,0.986666666667,0.74
1.73,296,76,224,4,0.986666666667,0.746666666667
1.74,296,76,224,4,0.986666666667,0.746666666667
1.75,296,75,225,4,0.986666666667,0.75
1.76,296,74,226,4,0.986666666667,0.753333333333
1.77,296,71,229,4,0.986666666667,0.763333333333
1.78,296,69,231,4,0.986666666667,0.77
1.79,296,67,233,4,0.986666666667,0.776666666667
1.8,296,66,234,4,0.986666666667,0.78
1.81,296,66,234,4,0.986666666667,0.78
1.82,296,66,234,4,0.986666666667,0.78
1.83,296,63,237,4,0.986666666667,0.79
1.84,296,57,243,4,0.986666666667,0.81
1.85,296,56,244,4,0.986666666667,0.813333333333
1.86,296,54,246,4,0.986666666667,0.82
1.87,296,53,247,4,0.986666666667,0.823333333333
1.88,296,52,248,4,0.986666666667,0.826666666667
1.89,296,52,248,4,0.986666666667,0.826666666667
1.9,296,48,252,4,0.986666666667,0.84
1.91,296,45,255,4,0.986666666667,0.85
1.92,296,43,257,4,0.986666666667,0.856666666667
1.93,296,39,261,4,0.986666666667,0.87
1.94,296,37,263,4,0.986666666667,0.876666666667
1.95,296,37,263,4,0.986666666667,0.876666666667
1.96,296,37,263,4,0.986666666667,0.876666666667
1.97,296,37,263,4,0.986666666667,0.876666666667
1.98,296,37,263,4,0.986666666667,0.876666666667
1.99,296,35,265,4,0.986666666667,0.883333333333
2.0,296,35,265,4,0.986666666667,0.883333333333
2.01,296,35,265,4,0.986666666667,0.883333333333
2.02,296,35,265,4,0.986666666667,0.883333333333
2.03,297,33,267,3,0.99,0.89
2.04,298,32,268,2,0.993333333333,0.893333333333
2.05,298,30,270,2,0.993333333333,0.9
2.06,298,29,271,2,0.993333333333,0.903333333333
2.07,298,28,272,2,0.993333333333,0.906666666667
2.08,298,28,272,2,0.993333333333,0.906666666667
2.09,298,27,273,2,0.993333333333,0.91
2.1,298,26,274,2,0.993333333333,0.913333333333
2.11,298,26,274,2,0.993333333333,0.913333333333
2.12,298,25,275,2,0.993333333333,0.916666666667
2.13,298,25,275,2,0.993333333333,0.916666666667
2.14,298,24,276,2,0.993333333333,0.92
2.15,298,24,276,2,0.993333333333,0.92
2.16,299,24,276,1,0.996666666667,0.92
2.17,299,22,278,1,0.996666666667,0.926666666667
2.18,299,20,280,1,0.996666666667,0.933333333333
2.19,299,19,281,1,0.996666666667,0.936666666667
2.2,299,18,282,1,0.996666666667,0.94
2.21,299,17,283,1,0.996666666667,0.943333333333
2.22,299,16,284,1,0.996666666667,0.946666666667
2.23,299,16,284,1,0.996666666667,0.946666666667
2.24,299,15,285,1,0.996666666667,0.95
2.25,300,13,287,0,1.0,0.956666666667
2.26,300,13,287,0,1.0,0.956666666667
2.27,300,13,287,0,1.0,0.956666666667
2.28,300,13,287,0,1.0,0.956666666667
2.29,300,13,287,0,1.0,0.956666666667
2.3,300,12,288,0,1.0,0.96
2.31,300,11,289,0,1.0,0.963333333333
2.32,300,10,290,0,1.0,0.966666666667
2.33,300,10,290,0,1.0,0.966666666667
2.34,300,10,290,0,1.0,0.966666666667
2.35,300,9,291,0,1.0,0.97
2.36,300,9,291,0,1.0,0.97
2.37,300,7,293,0,1.0,0.976666666667
2.38,300,7,293,0,1.0,0.976666666667
2.39,300,7,293,0,1.0,0.976666666667
2.4,300,6,294,0,1.0,0.98
2.41,300,6,294,0,1.0,0.98
2.42,300,6,294,0,1.0,0.98
2.43,300,4,296,0,1.0,0.986666666667
2.44,300,4,296,0,1.0,0.986666666667
2.45,300,4,296,0,1.0,0.986666666667
2.46,300,4,296,0,1.0,0.986666666667
2.47,300,4,296,0,1.0,0.986666666667
2.48,300,4,296,0,1.0,0.986666666667
2.49,300,3,297,0,1.0,0.99
2.5,300,3,297,0,1.0,0.99
2.51,300,3,297,0,1.0,0.99
2.52,300,3,297,0,1.0,0.99
2.53,300,3,297,0,1.0,0.99
2.54,300,3,297,0,1.0,0.99
2.55,300,3,297,0,1.0,0.99
2.56,300,3,297,0,1.0,0.99
2.57,300,3,297,0,1.0,0.99
2.58,300,3,297,0,1.0,0.99
2.59,300,3,297,0,1.0,0.99
2.6,300,3,297,0,1.0,0.99
2.61,300,3,297,0,1.0,0.99
2.62,300,3,297,0,1.0,0.99
2.63,300,3,297,0,1.0,0.99
2.64,300,3,297,0,1.0,0.99
2.65,300,3,297,0,1.0,0.99
2.66,300,2,298,0,1.0,0.993333333333
2.67,300,2,298,0,1.0,0.993333333333
2.68,300,2,298,0,1.0,0.993333333333
2.69,300,2,298,0,1.0,0.993333333333
2.7,300,2,298,0,1.0,0.993333333333
2.71,300,2,298,0,1.0,0.993333333333
2.72,300,2,298,0,1.0,0.993333333333
2.73,300,2,298,0,1.0,0.993333333333
2.74,300,2,298,0,1.0,0.993333333333
2.75,300,2,298,0,1.0,0.993333333333
2.76,300,2,298,0,1.0,0.993333333333
2.77,300,2,298,0,1.0,0.993333333333
2.78,300,2,298,0,1.0,0.993333333333
2.79,300,2,298,0,1.0,0.993333333333
2.8,300,2,298,0,1.0,0.993333333333
2.81,300,2,298,0,1.0,0.993333333333
2.82,300,2,298,0,1.0,0.993333333333
2.83,300,2,298,0,1.0,0.993333333333
2.84,300,1,299,0,1.0,0.996666666667
2.85,300,1,299,0,1.0,0.996666666667
2.86,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
