threshold,tp,tn,fp,fn,tpr,fpr
0.42,239,284,16,61,0.796666666667,0.0533333333333
0.43,240,284,16,60,0.8,0.0533333333333
0.44,240,279,21,60,0.8,0.07
0.45,241,278,22,59,0.803333333333,0.0733333333333
0.46,243,274,26,57,0.81,0.0866666666667
0.47,248,274,26,52,0.826666666667,0.0866666666667
0.48,249,270,30,51,0.83,0.1
0.49,251,270,30,49,0.836666666667,0.1
0.5,253,269,31,47,0.843333333333,0.103333333333
0.51,254,266,34,46,0.846666666667,0.113333333333
0.52,255,264,36,45,0.85,0.12
0.53,257,262,38,43,0.856666666667,0.126666666667
0.54,259,262,38,41,0.863333333333,0.126666666667
0.55,260,261,39,40,0.866666666667,0.13
0.56,261,259,41,39,0.87,0.136666666667
0.57,263,259,41,37,0.876666666667,0.136666666667
0.58,264,259,41,36,0.88,0.136666666667
0.59,266,258,42,34,0.886666666667,0.14
0.6,266,257,43,34,0.886666666667,0.143333333333
0.61,267,256,44,33,0.89,0.146666666667
0.62,268,255,45,32,0.893333333333,0.15
0.63,268,252,48,32,0.893333333333,0.16
0.64,269,251,49,31,0.896666666667,0.163333333333
0.65,270,248,52,30,0.9,0.173333333333
0.66,270,246,54,30,0.9,0.18
0.67,270,244,56,30,0.9,0.186666666667
0.68,270,244,56,30,0.9,0.186666666667
0.69,270,243,57,30,0.9,0.19
0.7,271,241,59,29,0.903333333333,0.196666666667
0.71,271,240,60,29,0.903333333333,0.2
0.72,271,240,60,29,0.903333333333,0.2
0.73,274,240,60,26,0.913333333333,0.2
0.74,275,237,63,25,0.916666666667,0.21
0.75,276,232,68,24,0.92,0.226666666667
0.76,276,231,69,24,0.92,0.23
0.77,276,231,69,24,0.92,0.23
0.78,276,230,70,24,0.92,0.233333333333
0.79,276,228,72,24,0.92,0.24
0.8,276,226,74,24,0.92,0.246666666667
0.81,276,223,77,24,0.92,0.256666666667
0.82,278,220,80,22,0.926666666667,0.266666666667
0.83,279,217,83,21,0.93,0.276666666667
0.84,279,215,85,21,0.93,0.283333333333
0.85,279,212,88,21,0.93,0.293333333333
0.86,279,208,92,21,0.93,0.306666666667
0.87,281,206,94,19,0.936666666667,0.313333333333
0.88,281,200,100,19,0.936666666667,0.333333333333
0.89,282,198,102,18,0.94,0.34
0.9,283,198,102,17,0.943333333333,0.34
0.91,284,198,102,16,0.946666666667,0.34
0.92,284,197,103,16,0.946666666667,0.343333333333
0.93,285,195,105,15,0.95,0.35
0.94,285,195,105,15,0.95,0.35
0.95,285,192,108,15,0.95,0.36
0.96,285,190,110,15,0.95,0.366666666667
0.97,285,186,114,15,0.95,0.38
0.98,285,186,114,15,0.95,0.38
0.99,285,185,115,15,0.95,0.383333333333
1.0,285,185,115,15,0.95,0.383333333333
1.01,285,184,116,15,0.95,0.386666666667
1.02,285,183,117,15,0.95,0.39
1.03,285,181,119,15,0.95,0.396666666667
1.04,286,179,121,14,0.953333333333,0.403333333333
1.05,286,179,121,14,0.953333333333,0.403333333333
1.06,286,176,124,14,0.953333333333,0.413333333333
1.07,288,176,124,12,0.96,0.413333333333
1.08,288,174,126,12,0.96,0.42
1.09,288,174,126,12,0.96,0.42
1.1,289,172,128,11,0.963333333333,0.426666666667
1.11,289,168,132,11,0.963333333333,0.44
1.12,291,165,135,9,0.97,0.45
1.13,291,163,137,9,0.97,0.456666666667
1.14,292,160,140,8,0.973333333333,0.466666666667
1.15,292,158,142,8,0.973333333333,0.473333333333
1.16,292,156,144,8,0.973333333333,0.48
1.17,294,155,145,6,0.98,0.483333333333
1.18,294,154,146,6,0.98,0.486666666667
1.19,294,150,150,6,0.98,0.5
1.2,294,148,152,6,0.98,0.506666666667
1.21,295,143,157,5,0.983333333333,0.523333333333
1.22,295,141,159,5,0.983333333333,0.53
1.23,295,138,162,5,0.983333333333,0.54
1.24,295,135,165,5,0.983333333333,0.55
1.25,296,133,167,4,0.986666666667,0.556666666667
1.26,297,132,168,3,0.99,0.56
1.27,297,131,169,3,0.99,0.563333333333
1.28,297,129,171,3,0.99,0.57
1.29,297,128,172,3,0.99,0.573333333333
1.3,297,124,176,3,0.99,0.586666666667
1.31,297,123,177,3,0.99,0.59
1.32,297,123,177,3,0.99,0.59
1.33,297,123,177,3,0.99,0.59
1.34,297,121,179,3,0.99,0.596666666667
1.35,297,118,182,3,0.99,0.606666666667
1.36,297,114,186,3,0.99,0.62
1.37,297,110,190,3,0.99,0.633333333333
1.38,297,109,191,3,0.99,0.636666666667
1.39,297,108,192,3,0.99,0.64
1.4,297,106,194,3,0.99,0.646666666667
1.41,297,106,194,3,0.99,0.646666666667
1.42,297,104,196,3,0.99,0.653333333333
1.43,297,103,197,3,0.99,0.656666666667
1.44,297,101,199,3,0.99,0.663333333333
1.45,297,100,200,3,0.99,0.666666666667
1.46,297,98,202,3,0.99,0.673333333333
1.47,297,98,202,3,0.99,0.673333333333
1.48,297,97,203,3,0.99,0.676666666667
1.49,297,94,206,3,0.99,0.686666666667
1.5,297,94,206,3,0.99,0.686666666667
1.51,297,93,207,3,0.99,0.69
1.52,297,89,211,3,0.99,0.703333333333
1.53,297,86,214,3,0.99,0.713333333333
1.54,297,85,215,3,0.99,0.716666666667
1.55,297,84,216,3,0.99,0.72
1.56,297,82,218,3,0.99,0.726666666667
1.57,297,82,218,3,0.99,0.726666666667
1.58,297,82,218,3,0.99,0.726666666667
1.59,297,78,222,3,0.99,0.74
1.6,297,75,225,3,0.99,0.75
1.61,297,74,226,3,0.99,0.753333333333
1.62,297,73,227,3,0.99,0.756666666667
1.63,297,72,228,3,0.99,0.76
1.64,297,71,229,3,0.99,0.763333333333
1.65,297,70,230,3,0.99,0.766666666667
1.66,298,69,231,2,0.993333333333,0.77
1.67,298,69,231,2,0.993333333333,0.77
1.68,298,66,234,2,0.993333333333,0.78
1.69,298,64,236,2,0.993333333333,0.786666666667
1.7,298,64,236,2,0.993333333333,0.786666666667
1.71,298,63,237,2,0.993333333333,0.79
1.72,298,63,237,2,0.993333333333,0.79
1.73,299,63,237,1,0.996666666667,0.79
1.74,299,62,238,1,0.996666666667,0.793333333333
1.75,299,60,240,1,0.996666666667,0.8
1.76,299,60,240,1,0.996666666667,0.8
1.77,299,59,241,1,0.996666666667,0.803333333333
1.78,299,57,243,1,0.996666666667,0.81
1.79,299,55,245,1,0.996666666667,0.816666666667
1.8,299,52,248,1,0.996666666667,0.826666666667
1.81,299,50,250,1,0.996666666667,0.833333333333
1.82,300,49,251,0,1.0,0.836666666667
1.83,300,48,252,0,1.0,0.84
1.84,300,48,252,0,1.0,0.84
1.85,300,48,252,0,1.0,0.84
1.86,300,47,253,0,1.0,0.843333333333
1.87,300,47,253,0,1.0,0.843333333333
1.88,300,46,254,0,1.0,0.846666666667
1.89,300,43,257,0,1.0,0.856666666667
1.9,300,43,257,0,1.0,0.856666666667
1.91,300,42,258,0,1.0,0.86
1.92,300,40,260,0,1.0,0.866666666667
1.93,300,37,263,0,1.0,0.876666666667
1.94,300,37,263,0,1.0,0.876666666667
1.95,300,37,263,0,1.0,0.876666666667
1.96,300,36,264,0,1.0,0.88
1.97,300,35,265,0,1.0,0.883333333333
1.98,300,35,265,0,1.0,0.883333333333
1.99,300,34,266,0,1.0,0.886666666667
2.0,300,32,268,0,1.0,0.893333333333
2.01,300,32,268,0,1.0,0.893333333333
2.02,300,32,268,0,1.0,0.893333333333
2.03,300,32,268,0,1.0,0.893333333333
2.04,300,30,270,0,1.0,0.9
2.05,300,29,271,0,1.0,0.903333333333
2.06,300,28,272,0,1.0,0.906666666667
2.07,300,28,272,0,1.0,0.906666666667
2.08,300,26,274,0,1.0,0.913333333333
2.09,300,25,275,0,1.0,0.916666666667
2.1,300,23,277,0,1.0,0.923333333333
2.11,300,23,277,0,1.0,0.923333333333
2.12,300,23,277,0,1.0,0.923333333333
2.13,300,23,277,0,1.0,0.923333333333
2.14,300,21,279,0,1.0,0.93
2.15,300,21,279,0,1.0,0.93
2.16,300,19,281,0,1.0,0.936666666667
2.17,300,18,282,0,1.0,0.94
2.18,300,17,283,0,1.0,0.943333333333
2.19,300,15,285,0,1.0,0.95
2.2,300,14,286,0,1.0,0.953333333333
2.21,300,13,287,0,1.0,0.956666666667
2.22,300,13,287,0,1.0,0.956666666667
2.23,300,12,288,0,1.0,0.96
2.24,300,10,290,0,1.0,0.966666666667
2.25,300,10,290,0,1.0,0.966666666667
2.26,300,10,290,0,1.0,0.966666666667
2.27,300,9,291,0,1.0,0.97
2.28,300,8,292,0,1.0,0.973333333333
2.29,300,7,293,0,1.0,0.976666666667
2.3,300,7,293,0,1.0,0.976666666667
2.31,300,7,293,0,1.0,0.976666666667
2.32,300,6,294,0,1.0,0.98
2.33,300,6,294,0,1.0,0.98
2.34,300,4,296,0,1.0,0.986666666667
2.35,300,4,296,0,1.0,0.986666666667
2.36,300,4,296,0,1.0,0.986666666667
2.37,300,4,296,0,1.0,0.986666666667
2.38,300,4,296,0,1.0,0.986666666667
2.39,300,4,296,0,1.0,0.986666666667
2.4,300,4,296,0,1.0,0.986666666667
2.41,300,3,297,0,1.0,0.99
2.42,300,3,297,0,1.0,0.99
2.43,300,3,297,0,1.0,0.99
2.44,300,3,297,0,1.0,0.99
2.45,300,3,297,0,1.0,0.99
2.46,300,3,297,0,1.0,0.99
2.47,300,3,297,0,1.0,0.99
2.48,300,1,299,0,1.0,0.996666666667
2.49,300,1,299,0,1.0,0.996666666667
2.5,300,1,299,0,1.0,0.996666666667
2.51,300,1,299,0,1.0,0.996666666667
2.52,300,1,299,0,1.0,0.996666666667
2.53,300,1,299,0,1.0,0.996666666667
2.54,300,1,299,0,1.0,0.996666666667
2.55,300,1,299,0,1.0,0.996666666667
2.56,300,1,299,0,1.0,0.996666666667
2.57,300,1,299,0,1.0,0.996666666667
2.58,300,1,299,0,1.0,0.996666666667
2.59,300,1,299,0,1.0,0.996666666667
2.6,300,1,299,0,1.0,0.996666666667
2.61,300,1,299,0,1.0,0.996666666667
2.62,300,1,299,0,1.0,0.996666666667
2.63,300,1,299,0,1.0,0.996666666667
2.64,300,1,299,0,1.0,0.996666666667
2.65,300,1,299,0,1.0,0.996666666667
2.66,300,1,299,0,1.0,0.996666666667
2.67,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
